rank,finalWorth,category,personName,country,city,source,industries,organization,selfMade,status,gender,lastName,firstName,title,date,countryOfCitizenship,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1804,1600,Technology,Zeng Kaitian,China,Shanghai,Online games,Technology,,TRUE,D,M,Zeng,Kaitian,,04-04-2023 05:01,China,,,1975,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,Metals & Mining,Zhang Xuexin & family,China,Liaocheng,Aluminum,Metals & Mining,,TRUE,D,M,Zhang,Xuexin,,04-04-2023 05:01,China,,,1947,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,Food & Beverage,Yubai Zhang,China,Suqian,Wine,Food & Beverage,,TRUE,D,M,Zhang,Yubai,,04-04-2023 05:01,China,,,1964,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,Gambling & Casinos,Fredrik Österberg,Sweden,Stockholm,Gambling products,Gambling & Casinos,,TRUE,U,M,Österberg,Fredrik,,04-04-2023 05:01,Sweden,,,1971,1,19,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1905,1500,Food & Beverage,Shiv Kishan Agrawal,India,Nagpur,Snacks,Food & Beverage,,FALSE,N,M,Agrawal,Shiv Kishan,,04-04-2023 05:01,India,,,1941,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Diversified,Aziz Akhannouch & family,Morocco,Casablanca,"Petroleum, diversified",Diversified,,FALSE,D,M,Akhannouch,Aziz,,04-04-2023 05:01,Morocco,,,1961,1,1,111.07,0.2,"$118,725,279,596 ",35.9,113.9,76.5,21.9,45.8,36910560,31.791702,-7.09262
1905,1500,Diversified,Hamdi Akin & family,Turkey,Istanbul,Diversified,Diversified,,TRUE,E,M,Akin,Hamdi,,04-04-2023 05:01,Turkey,,,1955,1,1,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1905,1500,Manufacturing,Nerio Alessandri,Italy,Cesena,Gym equipment,Manufacturing,,TRUE,U,M,Alessandri,Nerio,,04-04-2023 05:01,Italy,,,1961,4,8,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Diversified,Alexandra Andresen,Norway,Oslo,Investments,Diversified,,FALSE,U,F,Andresen,Alexandra,,04-04-2023 05:01,Norway,,,1996,7,23,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
1905,1500,Diversified,Katharina Andresen,Norway,Oslo,Investments,Diversified,,FALSE,U,F,Andresen,Katharina,,04-04-2023 05:01,Norway,,,1995,5,21,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
1905,1500,Diversified,Patricia Angelini Rossi,Chile,Santiago,"Forestry, mining",Diversified,,FALSE,U,F,Angelini Rossi,Patricia,,04-04-2023 05:01,Chile,,,1954,4,5,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
1905,1500,Healthcare,Mori Arkin,Israel,Herzliya Pituach,Pharmaceuticals,Healthcare,,TRUE,D,M,Arkin,Mori,,04-04-2023 05:01,Israel,,,1952,9,24,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1905,1500,Fashion & Retail,Barbara Benetton,Italy,Campodoro,"Fashion retail, investments",Fashion & Retail,,FALSE,U,F,Benetton,Barbara,,04-04-2023 05:01,Italy,,,1969,7,2,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Metals & Mining,Angela Bennett,Australia,Perth,Mining,Metals & Mining,,FALSE,U,F,Bennett,Angela,,04-04-2023 05:01,Australia,,,1944,4,1,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1905,1500,Diversified,Zadik Bino & family,Israel,Tel Aviv,"Banking, oil",Diversified,,TRUE,D,M,Bino,Zadik,,04-04-2023 05:01,Israel,,,1944,1,1,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1905,1500,Fashion & Retail,Paolo Bulgari,Italy,Rome,Luxury goods,Fashion & Retail,,FALSE,E,M,Bulgari,Paolo,,04-04-2023 05:01,Italy,,,1937,9,8,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Food & Beverage,Saket Burman,United Arab Emirates,Dubai,Consumer goods,Food & Beverage,,FALSE,D,M,Burman,Saket,,04-04-2023 05:01,United Kingdom,,,1977,3,10,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
1905,1500,Diversified,Ahmet Calik,Turkey,Istanbul,"Energy, banking, construction",Diversified,,TRUE,E,M,Calik,Ahmet,,04-04-2023 05:01,Turkey,,,1958,3,1,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1905,1500,Technology,Safra Catz,United States,Redwood City,Software,Technology,Oracle,TRUE,E,F,Catz,Safra,CEO,04-04-2023 05:01,United States,California,South,1961,12,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Logistics,Chang Kuo-Hua,Taiwan,Taipei,"Shipping, airlines",Logistics,,FALSE,D,M,Chang,Kuo-Hua,,04-04-2023 05:01,Taiwan,,,1955,1,1,,,,,,,,,,,
1905,1500,Manufacturing,Chu Jian,China,Hangzhou,Manufacturing,Manufacturing,,TRUE,U,M,Chu,Jian,,04-04-2023 05:01,China,,,1963,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Diversified,Sandor Csanyi,Hungary,Budapest,"Finance, real estate",Diversified,,TRUE,U,M,Csanyi,Sandor,,04-04-2023 05:01,Hungary,,,1953,3,20,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,23,37.9,9769949,47.162494,19.503304
1905,1500,Finance & Investments,Ana Lucia de Mattos Barretto Villela,Brazil,Sao Paulo,Banking,Finance & Investments,,FALSE,D,F,de Mattos Barretto Villela,Ana Lucia,,04-04-2023 05:01,Brazil,,,1973,10,25,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1905,1500,Manufacturing,Federico De Nora,Italy,Milan,Electrodes,Manufacturing,,FALSE,D,M,De Nora,Federico,,04-04-2023 05:01,Italy,,,1968,3,23,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Technology,Bharat Desai,United States,Fisher Island,IT consulting,Technology,Syntel,TRUE,E,M,Desai,Bharat,Chairman and Co-founder,04-04-2023 05:01,United States,Florida,South,1952,11,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Diversified,Mohammed Dewji,Tanzania,Dar es Salaam,Diversified,Diversified,,FALSE,E,M,Dewji,Mohammed,,04-04-2023 05:01,Tanzania,,,1975,5,8,187.43,3.5,"$63,177,068,175 ",4,94.2,65,11.5,43.8,58005463,-6.369028,34.888822
1905,1500,Finance & Investments,Egon Durban,United States,Atherton,Private equity,Finance & Investments,,TRUE,E,M,Durban,Egon,,04-04-2023 05:01,United States,California,West,1973,8,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Manufacturing,Fu Mingkang & family,China,Ningbo,Manufacturing,Manufacturing,,TRUE,D,M,Fu,Mingkang,,04-04-2023 05:01,China,,,1963,3,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Media & Entertainment,Alan Gerry,United States,Liberty,Cable television,Media & Entertainment,,TRUE,E,M,Gerry,Alan,,04-04-2023 05:01,United States,New York,Northeast,1928,12,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Fashion & Retail,Philippe Ginestet & family,France,Pujols,Retail stores,Fashion & Retail,,TRUE,D,M,Ginestet,Philippe,,04-04-2023 05:01,France,,,1954,1,1,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1905,1500,Logistics,G. Gnanalingam,Malaysia,Kuala Lumpur,Ports,Logistics,,TRUE,D,M,Gnanalingam,G.,,04-04-2023 05:01,Malaysia,,,1944,9,10,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
1905,1500,Fashion & Retail,Esther Grether,Switzerland,Basel,Art collection,Fashion & Retail,,FALSE,E,F,Grether,Esther,,04-04-2023 05:01,Switzerland,,,1936,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1905,1500,Manufacturing,Wei Gu,China,Shenzhen,Consumer electronics,Manufacturing,,TRUE,E,M,Gu,Wei,,04-04-2023 05:01,China,,,1965,1,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Patrick Hanrahan,United States,Portola Valley,Software,Technology,,TRUE,D,M,Hanrahan,Patrick,,04-04-2023 05:01,United States,California,West,1955,5,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Finance & Investments,Kenneth Hao,United States,Hillsborough,Private equity,Finance & Investments,,TRUE,E,M,Hao,Kenneth,,04-04-2023 05:01,United States,California,West,1968,9,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Finance & Investments,Jaroslav Hascak & family,Slovakia,Bratislava,Investments,Finance & Investments,,TRUE,U,M,Hascak,Jaroslav,,04-04-2023 05:01,Slovakia,,,1969,8,30,115.34,2.7,"$105,422,304,976 ",46.6,98.7,77.2,18.7,49.7,5454073,48.669026,19.699024
1905,1500,Manufacturing,He Zhenggang,China,Leshan,Chemicals,Manufacturing,,TRUE,D,M,He,Zhenggang,,04-04-2023 05:01,China,,,1954,3,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Real Estate,Niranjan Hiranandani,India,Mumbai,Real estate,Real Estate,,TRUE,E,M,Hiranandani,Niranjan,,04-04-2023 05:01,India,,,1950,3,8,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Finance & Investments,Ho Hung Anh,Vietnam,Hanoi,"Consumer products, banking",Finance & Investments,,TRUE,D,M,Ho,Hung Anh,,04-04-2023 05:01,Vietnam,,,1970,6,8,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199
1905,1500,Technology,Archie Hwang,Taiwan,Taipei,Semiconductors,Technology,,TRUE,D,M,Hwang,Archie,,04-04-2023 05:01,Taiwan,,,1952,8,20,,,,,,,,,,,
1905,1500,Media & Entertainment,Peter Jackson,New Zealand,Wellington,"Movies, digital effects",Media & Entertainment,Film,TRUE,E,M,Jackson,Peter,Director,04-04-2023 05:01,New Zealand,,,1961,10,31,114.24,1.6,"$206,928,765,544 ",82,100,81.9,29,34.6,4841000,-40.900557,174.885971
1905,1500,Finance & Investments,Stephen Jarislowsky,Canada,Montreal,Money management,Finance & Investments,Jarislowsky & Fraser,TRUE,D,M,Jarislowsky,Stephen,Cofounder and Chairman,04-04-2023 05:01,Canada,,,1925,9,9,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1905,1500,Healthcare,Rajeev Juneja,India,Delhi,Phamaceuticals,Healthcare,,TRUE,U,M,Juneja,Rajeev,,04-04-2023 05:01,India,,,1965,7,28,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Healthcare,Ramesh Juneja,India,Delhi,Pharmaceuticals,Healthcare,,TRUE,U,M,Juneja,Ramesh,,04-04-2023 05:01,India,,,1955,7,28,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Diversified,Ke Xiping & family,China,Xiamen,Investments,Diversified,,TRUE,E,M,Ke,Xiping,,04-04-2023 05:01,China,,,1960,6,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Diversified,Kim Jun-ki,South Korea,Seoul,Diversified,Diversified,Dongbu Insurance Co. Ltd.,TRUE,U,M,Kim,Jun-ki,,04-04-2023 05:01,South Korea,,,1944,12,4,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1905,1500,Fashion & Retail,Sidney Kimmel,United States,New York,Retail,Fashion & Retail,,TRUE,E,M,Kimmel,Sidney,,04-04-2023 05:01,United States,New York,Northeast,1928,1,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Food & Beverage,Jim Koch,United States,Newton,Beer,Food & Beverage,,TRUE,D,M,Koch,Jim,,04-04-2023 05:01,United States,Massachusetts,Northeast,1949,5,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Raj Kumar,Singapore,Singapore,"Real estate, hotels",Real Estate,,TRUE,Split Family Fortune,M,Kumar,Raj,,04-04-2023 05:01,Singapore,,,1954,5,25,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1905,1500,Diversified,Spiro Latsis & family,Switzerland,Geneva,"Banking, shipping",Diversified,,FALSE,R,M,Latsis,Spiro,,04-04-2023 05:01,Greece,,,1946,8,15,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1905,1500,Manufacturing,Peter Leibinger,Germany,Schwieberdingen,Machine tools,Manufacturing,,FALSE,D,M,Leibinger,Peter,,04-04-2023 05:01,Germany,,,1967,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1905,1500,Manufacturing,Regine Leibinger,Germany,Berlin,Machine tools,Manufacturing,,FALSE,D,F,Leibinger,Regine,,04-04-2023 05:01,Germany,,,1963,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1905,1500,Manufacturing,Nicola Leibinger-Kammueller,Germany,Berlin,Manufacturing,Manufacturing,,FALSE,D,F,Leibinger-Kammueller,Nicola,,04-04-2023 05:01,Germany,,,1959,12,15,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1905,1500,Manufacturing,Li Jianli,China,Shenzhen,Lithium-ion battery cap,Manufacturing,,TRUE,D,M,Li,Jianli,,04-04-2023 05:01,China,,,1972,9,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Manufacturing,Li Jiaquan,China,Chengdu,Chemicals,Manufacturing,,TRUE,D,M,Li,Jiaquan,,04-04-2023 05:01,China,,,1963,9,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Fashion & Retail,Li Rucheng,China,Ningbo,Apparel,Fashion & Retail,,TRUE,D,M,Li,Rucheng,,04-04-2023 05:01,China,,,1951,6,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Manufacturing,Li Shui-po,China,Kunshan,Stainless steel products,Manufacturing,,TRUE,U,M,Li,Shui-po,,04-04-2023 05:01,Taiwan,,,1956,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Scott Lin,Taiwan,Taichung,Optical components,Technology,,TRUE,U,M,Lin,Scott,,04-04-2023 05:01,Taiwan,,,1933,1,1,,,,,,,,,,,
1905,1500,Manufacturing,Liu Xiucai & family,China,Shanghai,Chemicals,Manufacturing,,TRUE,D,M,Liu,Xiucai,,04-04-2023 05:01,United States,,,1957,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Automotive,Lu Zhongfang,China,Tonghua,Education,Automotive,,TRUE,D,F,Lu,Zhongfang,,04-04-2023 05:01,China,,,1942,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Logistics,Lu Zongjun,China,Shanghai,Logistics,Logistics,,TRUE,D,M,Lu,Zongjun,,04-04-2023 05:01,China,,,1963,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Diversified,Youssef Mansour,Egypt,Cairo,Diversified,Diversified,,TRUE,E,M,Mansour,Youssef,,04-04-2023 05:01,Egypt,,,1945,5,21,288.57,9.2,"$303,175,127,598 ",35.2,106.3,71.8,12.5,44.4,100388073,26.820553,30.802498
1905,1500,Real Estate,Bruce Mathieson,Australia,Gold Coast,Hotels,Real Estate,,TRUE,D,M,Mathieson,Bruce,,04-04-2023 05:01,Australia,,,1944,2,14,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1905,1500,Diversified,Romano Minozzi,Italy,Spilamberto,"Utilities, diversified",Diversified,,TRUE,D,M,Minozzi,Romano,,04-04-2023 05:01,Italy,,,1935,3,6,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Finance & Investments,Greg Mondre,United States,New York,Private equity,Finance & Investments,,TRUE,E,M,Mondre,Greg,,04-04-2023 05:01,United States,New York,Northeast,1974,5,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Fashion & Retail,Mario Moretti Polegato & family,Italy,Crocetta del Montello,Shoes,Fashion & Retail,,TRUE,D,M,Moretti Polegato,Mario,,04-04-2023 05:01,Italy,,,1952,8,16,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Service,Robert Mouawad,Bahrain,Manama,Fine jewelry,Service,,FALSE,E,M,Mouawad,Robert,,04-04-2023 05:01,Lebanon,,,1945,1,1,117.59,2.1,"$38,574,069,149 ",50.5,99.4,77.2,4.2,13.8,1501635,26.0667,50.5577
1905,1500,Logistics,Jerry Moyes & family,United States,Tolleson,Transportation,Logistics,,TRUE,U,M,Moyes,Jerry,,04-04-2023 05:01,United States,Arizona,West,1944,1,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Technology,John Ocampo,United States,Los Altos,Semiconductors,Technology,,TRUE,U,M,Ocampo,John,,04-04-2023 05:01,United States,California,West,1959,4,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Diversified,Stefan Olsson,United Kingdom,London,Diversified,Diversified,,FALSE,U,M,Olsson,Stefan,,04-04-2023 05:01,Sweden,,,1949,1,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1905,1500,Energy,Rubens Ometto Silveira Mello,Brazil,Sao Paulo,"Sugar, ethanol",Energy,,FALSE,D,M,Ometto Silveira Mello,Rubens,,04-04-2023 05:01,Brazil,,,1950,1,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1905,1500,Finance & Investments,Anne Marie See Pastor,,,Finance,Finance & Investments,,FALSE,Split Family Fortune,F,Pastor,Anne Marie See,,04-04-2023 05:01,Peru,,,,,,,,,,,,,,,,
1905,1500,Finance & Investments,George Pastor,,,Finance,Finance & Investments,,FALSE,Split Family Fortune,M,Pastor,George,,04-04-2023 05:01,Peru,,,,,,,,,,,,,,,,
1905,1500,Finance & Investments,Nelson Peltz,United States,Bedford,Investments,Finance & Investments,Trian Fund Management,TRUE,D,M,Peltz,Nelson,Founder,04-04-2023 05:01,United States,New York,Northeast,1942,6,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Construction & Engineering,David Penaloza Alanis,Mexico,Mexico City,Toll roads,Construction & Engineering,,FALSE,U,M,Penaloza Alanis,David,,04-04-2023 05:01,Mexico,,,1974,1,1,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
1905,1500,Fashion & Retail,Karl-Johan Persson,Sweden,Stockholm,H&M,Fashion & Retail,,FALSE,E,M,Persson,Karl-Johan,,04-04-2023 05:01,Sweden,,,1975,3,25,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1905,1500,Food & Beverage,Mike Repole,United States,Windermere,Sports drink,Food & Beverage,,TRUE,E,M,Repole,Mike,,04-04-2023 05:01,United States,Florida,South,1968,1,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Food & Beverage,Duke Reyes,United States,Palm Beach,Beer distribution,Food & Beverage,,FALSE,U,M,Reyes,Duke,,04-04-2023 05:01,United States,Florida,South,1957,3,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Kishin RK,Singapore,Singapore,"Real estate, hotels",Real Estate,,FALSE,Split Family Fortune,M,RK,Kishin,,04-04-2023 05:01,Singapore,,,1983,5,5,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1905,1500,Finance & Investments,Carlos Rodriguez-Pastor,Peru,Lima,Finance,Finance & Investments,,FALSE,Split Family Fortune,M,Rodriguez-Pastor,Carlos,,04-04-2023 05:01,Peru,,,1959,4,11,129.78,2.1,"$226,848,050,820 ",70.7,106.9,76.5,14.3,36.8,32510453,-9.189967,-75.015152
1905,1500,Finance & Investments,Christopher Rokos,United Kingdom,London,Hedge fund,Finance & Investments,Rokos Capital Management,TRUE,E,M,Rokos,Christopher,CEO & Founder ,04-04-2023 05:01,United Kingdom,,,1970,9,21,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1905,1500,Service,John Ruiz,United States,Coral Gables,Healthcare services,Service,,TRUE,N,M,Ruiz,John,,04-04-2023 05:01,United States,Florida,South,1967,1,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Technology,Sheryl Sandberg,United States,Menlo Park,Facebook,Technology,Meta Platforms,TRUE,D,F,Sandberg,Sheryl,COO,04-04-2023 05:01,United States,California,West,1969,8,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Automotive,Amnon Shashua,Israel,Kfar Shmaryahu,Automotive technology,Automotive,,TRUE,E,M,Shashua,Amnon,,04-04-2023 05:01,Israel,,,1960,5,26,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1905,1500,Media & Entertainment,Ben Silbermann,United States,San Francisco,Social media,Media & Entertainment,Pinterest,TRUE,U,M,Silbermann,Ben,Cofounder,04-04-2023 05:01,United States,California,West,1982,7,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Fashion & Retail,Ron Sim,Singapore,Singapore,retail,Fashion & Retail,,TRUE,U,M,Sim,Ron,,04-04-2023 05:01,Singapore,,,1958,12,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1905,1500,Finance & Investments,Leonid Simanovsky,Russia,Moscow,Investments,Finance & Investments,,TRUE,R,M,Simanovsky,Leonid,,04-04-2023 05:01,Russia,,,1949,7,19,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1905,1500,Healthcare,Basudeo Singh,India,Mumbai,Pharmaceuticals,Healthcare,,TRUE,D,M,Singh,Basudeo,,04-04-2023 05:01,India,,,1940,11,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Technology,Frank Slootman,United States,Pleasanton,Software,Technology,,TRUE,D,M,Slootman,Frank,,04-04-2023 05:01,United States,California,West,1958,10,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Terry Snow,Australia,Canberra,"Airports, real estate",Real Estate,,TRUE,U,M,Snow,Terry,,04-04-2023 05:01,Australia,,,1943,12,23,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1905,1500,Real Estate,Axel Stawski,United States,Sagaponack,Real estate,Real Estate,,TRUE,U,M,Stawski,Axel,,04-04-2023 05:01,United States,New York,Northeast,1950,11,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Finance & Investments,Thomas Steyer,United States,San Francisco,Hedge funds,Finance & Investments,,TRUE,E,M,Steyer,Thomas,,04-04-2023 05:01,United States,California,West,1957,6,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Fashion & Retail,Sergei Studennikov & family,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,,TRUE,R,M,Studennikov,Sergei,,04-04-2023 05:01,Russia,,,1967,3,24,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1905,1500,Real Estate,Su Suyu & family,China,Shantou,"Utilities, real estate",Real Estate,,TRUE,D,F,Su,Suyu,,04-04-2023 05:01,China,,,1948,11,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Kevin Systrom,United States,San Francisco,Instagram,Technology,Instagram,TRUE,E,M,Systrom,Kevin,Cofounder,04-04-2023 05:01,United States,California,West,1983,12,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
